STRUCTURE,DISTANCE_SER,ENERGY,MET,DISTANCE_MET,TYR,DISTANCE_TYR,DIHEDRAL,CONFORMATION,VARIANT,TEMPERATURE,DOCKING
resultsDocking_DuraPETase_315_C341-f7694-s32_PET_dimer_015_mini.yob,3.752,-5.716,NO,5.781,NO,5.298,46.467,undefined,DuraPETase,315,015
resultsDocking_TSPETase_315_C275-f6628-s27_PET_dimer_004_mini.yob,3.752,-5.479,NO,3.366,NO,5.503,45.546,undefined,TSPETase,315,004
resultsDocking_TSPETase_303_C83-f7038-s17_PET_dimer_011_mini.yob,3.753,-6.129,NO,4.87,NO,5.535,46.073,undefined,TSPETase,303,011
resultsDocking_S214H_303_C269-f8036-s31_PET_dimer_006_mini.yob,3.753,-4.595,NO,6.297,NO,5.29,80.68,gauche,S214H,303,006
resultsDocking_WT_315_C26-f7503-s20_PET_dimer_009_mini.yob,3.753,-4.533,NO,4.85,YES,3.06,166.661,trans,WT,315,009
resultsDocking_S214H_303_C209-f3746-s38_PET_dimer_014_mini.yob,3.753,-5.346,NO,4.706,NO,3.717,171.927,trans,S214H,303,014
resultsDocking_S214H_303_C57-f7498-s31_PET_dimer_009_mini.yob,3.754,-4.883,NO,5.126,YES,2.96,69.98,gauche,S214H,303,009
resultsDocking_S214H_315_C10-f8825-s6_PET_dimer_015_mini.yob,3.754,-6.187,NO,4.332,NO,4.525,71.822,gauche,S214H,315,015
resultsDocking_DuraPETase_303_C27-f1183-s49_PET_dimer_015_mini.yob,3.755,-4.817,NO,3.492,NO,3.669,30.663,undefined,DuraPETase,303,015
resultsDocking_DuraPETase_303_C223-f7366-s13_PET_dimer_011_mini.yob,3.755,-6.358,NO,5.16,NO,4.301,50.234,gauche,DuraPETase,303,011
resultsDocking_WT_303_C242-f1799-s18_PET_dimer_014_mini.yob,3.755,-6.154,NO,7.218,NO,5.05,53.855,gauche,WT,303,014
resultsDocking_DuraPETase_315_C9-f2168-s20_PET_dimer_002_mini.yob,3.756,-5.293,NO,4.491,NO,3.211,49.058,undefined,DuraPETase,315,002
resultsDocking_DuraPETase_315_C30-f2767-s72_PET_dimer_012_mini.yob,3.756,-4.503,NO,6.966,NO,6.501,12.957,undefined,DuraPETase,315,012
resultsDocking_S214H_315_C311-f7791-s22_PET_dimer_005_mini.yob,3.757,-5.027,NO,5.365,NO,2.962,57.228,gauche,S214H,315,005
resultsDocking_S214H_303_C269-f8036-s31_PET_dimer_005_mini.yob,3.757,-4.684,NO,4.015,NO,5.215,58.692,gauche,S214H,303,005
resultsDocking_DuraPETase_303_C194-f3611-s12_PET_dimer_008_mini.yob,3.757,-4.937,NO,7.401,NO,6.581,34.447,undefined,DuraPETase,303,008
resultsDocking_TSPETase_303_C154-f2541-s14_PET_dimer_009_mini.yob,3.758,-5.101,NO,5.18,NO,4.077,48.115,undefined,TSPETase,303,009
resultsDocking_WT_303_C440-f4699-s18_PET_dimer_005_mini.yob,3.758,-6.466,NO,4.246,YES,2.778,51.616,gauche,WT,303,005
resultsDocking_DuraPETase_315_C44-f133-s17_PET_dimer_013_mini.yob,3.758,-5.24,NO,3.902,YES,3.368,168.439,trans,DuraPETase,315,013
resultsDocking_DuraPETase_303_C72-f1419-s37_PET_dimer_009_mini.yob,3.759,-4.88,NO,4.325,NO,4.971,31.937,undefined,DuraPETase,303,009
resultsDocking_TSPETase_315_C74-f9477-s21_PET_dimer_004_mini.yob,3.76,-6.365,NO,4.462,NO,4.669,66.014,gauche,TSPETase,315,004
resultsDocking_DuraPETase_315_C103-f2880-s26_PET_dimer_011_mini.yob,3.76,-5.3,NO,4.421,YES,2.85,166.006,trans,DuraPETase,315,011
resultsDocking_WT_315_C390-f3810-s14_PET_dimer_008_mini.yob,3.76,-5.788,NO,4.648,YES,2.888,58.875,gauche,WT,315,008
resultsDocking_TSPETase_303_C257-f7164-s21_PET_dimer_015_mini.yob,3.761,-4.433,NO,3.763,NO,4.441,77.637,gauche,TSPETase,303,015
resultsDocking_S214H_303_C164-f2129-s32_PET_dimer_005_mini.yob,3.761,-6.199,NO,4.589,NO,4.269,112.624,undefined,S214H,303,005
resultsDocking_DuraPETase_315_C39-f667-s54_PET_dimer_008_mini.yob,3.761,-5.112,NO,7.149,NO,6.019,44.009,undefined,DuraPETase,315,008
resultsDocking_TSPETase_303_C159-f7932-s25_PET_dimer_011_mini.yob,3.762,-4.457,NO,4.496,NO,4.487,39.305,undefined,TSPETase,303,011
resultsDocking_DuraPETase_303_C131-f7083-s35_PET_dimer_002_mini.yob,3.763,-6.863,NO,7.011,NO,5.709,104.322,undefined,DuraPETase,303,002
resultsDocking_DuraPETase_315_C22-f518-s25_PET_dimer_017_mini.yob,3.763,-6.28,NO,5.476,NO,3.873,42.449,undefined,DuraPETase,315,017
resultsDocking_S214H_315_C45-f91-s60_PET_dimer_015_mini.yob,3.764,-4.417,NO,5.243,YES,2.966,85.749,gauche,S214H,315,015
resultsDocking_DuraPETase_303_C78-f1539-s36_PET_dimer_008_mini.yob,3.764,-6.448,NO,4.885,NO,4.874,47.52,undefined,DuraPETase,303,008
resultsDocking_DuraPETase_303_C252-f4898-s6_PET_dimer_003_mini.yob,3.764,-5.553,NO,4.821,YES,2.918,35.606,undefined,DuraPETase,303,003
resultsDocking_DuraPETase_315_C329-f7601-s19_PET_dimer_003_mini.yob,3.764,-5.751,NO,5.463,NO,4.371,155.599,trans,DuraPETase,315,003
resultsDocking_S214H_315_C288-f7603-s31_PET_dimer_012_mini.yob,3.765,-5.206,NO,4.885,YES,3.092,159.162,trans,S214H,315,012
resultsDocking_S214H_315_C140-f9069-s33_PET_dimer_016_mini.yob,3.765,-6.094,NO,4.479,NO,4.594,58.678,gauche,S214H,315,016
resultsDocking_DuraPETase_303_C224-f4894-s21_PET_dimer_002_mini.yob,3.765,-5.078,NO,4.369,YES,2.754,46.33,undefined,DuraPETase,303,002
resultsDocking_DuraPETase_303_C45-f899-s29_PET_dimer_011_mini.yob,3.765,-5.181,NO,7.093,NO,5.77,121.57,undefined,DuraPETase,303,011
resultsDocking_TSPETase_315_C153-f446-s72_PET_dimer_010_mini.yob,3.765,-5.29,NO,3.179,NO,5.612,149.625,undefined,TSPETase,315,010
resultsDocking_DuraPETase_303_C188-f3417-s23_PET_dimer_013_mini.yob,3.766,-5.565,NO,5.101,NO,2.918,41.484,undefined,DuraPETase,303,013
resultsDocking_DuraPETase_303_C174-f5683-s11_PET_dimer_006_mini.yob,3.766,-4.811,NO,5.759,NO,5.514,67.156,gauche,DuraPETase,303,006
resultsDocking_DuraPETase_303_C21-f4262-s31_PET_dimer_008_mini.yob,3.767,-4.97,NO,5.127,NO,3.001,10.832,undefined,DuraPETase,303,008
resultsDocking_TSPETase_315_C314-f1997-s14_PET_dimer_012_mini.yob,3.767,-5.906,NO,3.619,NO,4.72,36.967,undefined,TSPETase,315,012
resultsDocking_TSPETase_315_C155-f6632-s28_PET_dimer_010_mini.yob,3.767,-6.505,NO,4.238,NO,4.212,44.213,undefined,TSPETase,315,010
resultsDocking_S214H_315_C41-f2834-s26_PET_dimer_016_mini.yob,3.768,-4.792,NO,4.621,YES,2.985,163.311,trans,S214H,315,016
resultsDocking_TSPETase_315_C338-f4613-s14_PET_dimer_013_mini.yob,3.77,-6.637,NO,4.617,NO,4.445,25.315,undefined,TSPETase,315,013
resultsDocking_TSPETase_315_C275-f6628-s27_PET_dimer_013_mini.yob,3.77,-5.167,NO,4.498,NO,3.122,76.515,gauche,TSPETase,315,013
resultsDocking_WT_303_C175-f4094-s16_PET_dimer_002_mini.yob,3.77,-5.883,NO,6.242,NO,4.661,55.602,gauche,WT,303,002
resultsDocking_DuraPETase_303_C117-f874-s33_PET_dimer_007_mini.yob,3.77,-5.193,NO,7.075,NO,6.444,25.173,undefined,DuraPETase,303,007
resultsDocking_TSPETase_303_C133-f9096-s42_PET_dimer_011_mini.yob,3.771,-4.998,NO,5.057,YES,3.239,175.804,trans,TSPETase,303,011
resultsDocking_S214H_303_C274-f3685-s31_PET_dimer_014_mini.yob,3.772,-5.749,NO,4.236,YES,3.045,39.579,undefined,S214H,303,014
resultsDocking_TSPETase_303_C120-f3472-s25_PET_dimer_018_mini.yob,3.772,-5.056,NO,4.983,NO,3.765,139.668,undefined,TSPETase,303,018
resultsDocking_DuraPETase_315_C1-f215-s64_PET_dimer_013_mini.yob,3.772,-4.923,NO,6.77,NO,5.096,29.112,undefined,DuraPETase,315,013
resultsDocking_DuraPETase_303_C96-f7374-s14_PET_dimer_014_mini.yob,3.773,-4.92,NO,4.436,NO,4.234,70.222,gauche,DuraPETase,303,014
resultsDocking_DuraPETase_315_C16-f2015-s34_PET_dimer_002_mini.yob,3.773,-5.28,NO,4.665,NO,4.289,30.171,undefined,DuraPETase,315,002
resultsDocking_DuraPETase_303_C22-f3891-s83_PET_dimer_009_mini.yob,3.773,-5.505,NO,3.686,NO,4.22,162.058,trans,DuraPETase,303,009
resultsDocking_DuraPETase_315_C74-f2885-s16_PET_dimer_003_mini.yob,3.774,-5.628,NO,4.026,YES,2.858,6.367,undefined,DuraPETase,315,003
resultsDocking_S214H_303_C169-f1782-s34_PET_dimer_005_mini.yob,3.774,-4.833,NO,5.115,YES,2.986,69.365,gauche,S214H,303,005
resultsDocking_DuraPETase_315_C52-f530-s44_PET_dimer_019_mini.yob,3.776,-4.902,NO,5.166,NO,4.198,32.069,undefined,DuraPETase,315,019
resultsDocking_S214H_315_C311-f7791-s22_PET_dimer_014_mini.yob,3.777,-4.812,NO,4.951,NO,3.843,54.095,gauche,S214H,315,014
resultsDocking_DuraPETase_315_C341-f7694-s32_PET_dimer_005_mini.yob,3.777,-6.277,NO,4.787,NO,2.936,41.627,undefined,DuraPETase,315,005
resultsDocking_DuraPETase_303_C96-f7374-s14_PET_dimer_007_mini.yob,3.777,-5.145,NO,6.528,NO,5.566,74.675,gauche,DuraPETase,303,007
resultsDocking_DuraPETase_303_C111-f4470-s55_PET_dimer_004_mini.yob,3.777,-5.579,NO,6.152,NO,3.538,6.739,undefined,DuraPETase,303,004
resultsDocking_WT_315_C26-f7503-s20_PET_dimer_011_mini.yob,3.777,-4.474,NO,5.257,NO,3.857,75.975,gauche,WT,315,011
resultsDocking_DuraPETase_303_C239-f2053-s18_PET_dimer_012_mini.yob,3.778,-4.773,NO,3.532,NO,3.968,42.696,undefined,DuraPETase,303,012
resultsDocking_TSPETase_303_C169-f9129-s18_PET_dimer_010_mini.yob,3.778,-4.18,NO,5.333,NO,4.322,33.551,undefined,TSPETase,303,010
resultsDocking_DuraPETase_315_C123-f3049-s25_PET_dimer_018_mini.yob,3.778,-5.179,NO,6.775,NO,5.759,92.899,undefined,DuraPETase,315,018
resultsDocking_WT_303_C305-f3614-s26_PET_dimer_005_mini.yob,3.778,-6.107,NO,4.934,NO,3.113,58.826,gauche,WT,303,005
resultsDocking_DuraPETase_315_C44-f133-s17_PET_dimer_017_mini.yob,3.778,-5.051,NO,5.488,NO,5.511,24.012,undefined,DuraPETase,315,017
resultsDocking_DuraPETase_315_C74-f2885-s16_PET_dimer_005_mini.yob,3.779,-5.581,NO,6.816,NO,5.411,51.117,gauche,DuraPETase,315,005
resultsDocking_TSPETase_303_C111-f5330-s42_PET_dimer_006_mini.yob,3.779,-5.638,NO,3.623,YES,3.305,28.37,undefined,TSPETase,303,006
resultsDocking_DuraPETase_303_C75-f6856-s33_PET_dimer_003_mini.yob,3.779,-5.896,NO,3.777,NO,4.723,75.767,gauche,DuraPETase,303,003
resultsDocking_S214H_303_C273-f3843-s21_PET_dimer_013_mini.yob,3.779,-5.5,NO,4.681,NO,3.239,149.899,undefined,S214H,303,013
resultsDocking_WT_303_C106-f1401-s16_PET_dimer_006_mini.yob,3.779,-4.762,NO,4.579,YES,3.188,179.434,trans,WT,303,006
resultsDocking_TSPETase_303_C231-f4133-s17_PET_dimer_018_mini.yob,3.779,-4.815,NO,5.419,NO,4.563,54.958,gauche,TSPETase,303,018
resultsDocking_TSPETase_303_C231-f4133-s17_PET_dimer_011_mini.yob,3.779,-4.94,NO,5.27,NO,4.451,160.645,trans,TSPETase,303,011
resultsDocking_TSPETase_303_C155-f4433-s21_PET_dimer_007_mini.yob,3.78,-4.703,NO,4.86,YES,2.923,73.886,gauche,TSPETase,303,007
resultsDocking_DuraPETase_303_C245-f5043-s24_PET_dimer_006_mini.yob,3.78,-5.918,NO,4.218,NO,4.07,47.474,undefined,DuraPETase,303,006
resultsDocking_DuraPETase_315_C125-f2800-s19_PET_dimer_004_mini.yob,3.78,-6.938,NO,4.176,YES,2.932,14.27,undefined,DuraPETase,315,004
resultsDocking_DuraPETase_303_C223-f7366-s13_PET_dimer_013_mini.yob,3.78,-6.329,NO,5.15,NO,3.097,52.092,gauche,DuraPETase,303,013
resultsDocking_WT_303_C202-f3122-s16_PET_dimer_017_mini.yob,3.781,-4.568,NO,4.873,NO,4.448,27.176,undefined,WT,303,017
resultsDocking_TSPETase_315_C341-f2288-s29_PET_dimer_002_mini.yob,3.782,-5.839,NO,5.157,NO,3.156,9.195,undefined,TSPETase,315,002
resultsDocking_DuraPETase_303_C139-f1684-s35_PET_dimer_012_mini.yob,3.783,-6.478,NO,4.989,NO,4.039,34.856,undefined,DuraPETase,303,012
resultsDocking_TSPETase_315_C71-f476-s40_PET_dimer_015_mini.yob,3.784,-4.784,NO,4.921,YES,2.934,179.271,trans,TSPETase,315,015
resultsDocking_DuraPETase_303_C155-f1133-s27_PET_dimer_002_mini.yob,3.785,-5.442,NO,5.402,NO,5.804,80.987,gauche,DuraPETase,303,002
resultsDocking_S214H_315_C140-f9069-s33_PET_dimer_003_mini.yob,3.785,-6.518,NO,5.304,NO,4.06,167.144,trans,S214H,315,003
resultsDocking_DuraPETase_303_C173-f5624-s19_PET_dimer_011_mini.yob,3.785,-4.961,NO,6.969,NO,6.477,14.341,undefined,DuraPETase,303,011
resultsDocking_WT_315_C26-f7503-s20_PET_dimer_013_mini.yob,3.785,-4.457,NO,5.348,NO,3.951,146.077,undefined,WT,315,013
resultsDocking_TSPETase_303_C155-f4433-s21_PET_dimer_012_mini.yob,3.786,-4.648,NO,4.878,YES,3.102,171.313,trans,TSPETase,303,012
resultsDocking_TSPETase_303_C44-f1317-s33_PET_dimer_011_mini.yob,3.786,-6.398,NO,4.153,YES,2.868,50.511,gauche,TSPETase,303,011
resultsDocking_TSPETase_303_C169-f9129-s18_PET_dimer_008_mini.yob,3.786,-4.269,NO,4.719,YES,3.147,52.758,gauche,TSPETase,303,008
resultsDocking_DuraPETase_303_C245-f5043-s24_PET_dimer_010_mini.yob,3.786,-5.752,NO,5.069,NO,3.222,29.215,undefined,DuraPETase,303,010
resultsDocking_TSPETase_303_C92-f1359-s25_PET_dimer_017_mini.yob,3.787,-5.995,NO,5.348,NO,3.306,60.234,gauche,TSPETase,303,017
resultsDocking_TSPETase_315_C187-f2179-s15_PET_dimer_007_mini.yob,3.787,-4.944,NO,6.117,NO,5.35,33.779,undefined,TSPETase,315,007
resultsDocking_TSPETase_303_C69-f3070-s17_PET_dimer_013_mini.yob,3.787,-6.395,NO,4.268,NO,4.061,69.81,gauche,TSPETase,303,013
resultsDocking_DuraPETase_303_C212-f3185-s25_PET_dimer_013_mini.yob,3.788,-4.657,NO,5.157,NO,4.37,29.986,undefined,DuraPETase,303,013
resultsDocking_WT_315_C26-f7503-s20_PET_dimer_002_mini.yob,3.789,-4.995,NO,5.392,NO,4.364,138.133,undefined,WT,315,002
resultsDocking_DuraPETase_303_C72-f1419-s37_PET_dimer_012_mini.yob,3.789,-4.774,NO,4.468,NO,3.479,48.9,undefined,DuraPETase,303,012
resultsDocking_TSPETase_315_C46-f8077-s16_PET_dimer_009_mini.yob,3.789,-5.747,NO,4.684,NO,4.339,37.931,undefined,TSPETase,315,009
resultsDocking_DuraPETase_303_C174-f5683-s11_PET_dimer_017_mini.yob,3.789,-4.588,NO,5.872,NO,5.697,20.836,undefined,DuraPETase,303,017
resultsDocking_DuraPETase_315_C50-f328-s34_PET_dimer_004_mini.yob,3.79,-5.635,NO,4.538,YES,3.227,51.701,gauche,DuraPETase,315,004
resultsDocking_TSPETase_315_C315-f4926-s21_PET_dimer_001_mini.yob,3.79,-5.537,NO,4.519,NO,4.015,40.715,undefined,TSPETase,315,001
resultsDocking_DuraPETase_303_C89-f7479-s10_PET_dimer_004_mini.yob,3.79,-4.801,NO,5.563,NO,4.559,22.701,undefined,DuraPETase,303,004
resultsDocking_TSPETase_303_C155-f4433-s21_PET_dimer_008_mini.yob,3.792,-4.691,NO,6.446,NO,5.427,66.613,gauche,TSPETase,303,008
resultsDocking_S214H_303_C90-f8787-s17_PET_dimer_002_mini.yob,3.794,-6.247,NO,5.065,NO,3.539,42.859,undefined,S214H,303,002
resultsDocking_DuraPETase_303_C107-f6000-s21_PET_dimer_002_mini.yob,3.794,-5.187,NO,6.132,NO,3.871,81.824,gauche,DuraPETase,303,002
resultsDocking_S214H_315_C140-f9069-s33_PET_dimer_013_mini.yob,3.794,-6.192,NO,5.323,NO,4.127,169.82,trans,S214H,315,013
resultsDocking_DuraPETase_303_C252-f4898-s6_PET_dimer_008_mini.yob,3.795,-5.199,NO,5.412,NO,4.517,7.276,undefined,DuraPETase,303,008
resultsDocking_DuraPETase_315_C329-f7601-s19_PET_dimer_015_mini.yob,3.795,-5.4,NO,5.068,NO,4.25,42.036,undefined,DuraPETase,315,015
resultsDocking_DuraPETase_315_C9-f2168-s20_PET_dimer_017_mini.yob,3.795,-4.803,NO,4.924,NO,3.786,61.884,gauche,DuraPETase,315,017
resultsDocking_TSPETase_303_C28-f5653-s42_PET_dimer_012_mini.yob,3.795,-4.902,NO,7.037,NO,4.889,95.073,undefined,TSPETase,303,012
resultsDocking_TSPETase_303_C156-f569-s19_PET_dimer_014_mini.yob,3.796,-5.277,NO,3.935,YES,3.221,74.981,gauche,TSPETase,303,014
resultsDocking_TSPETase_315_C166-f4588-s33_PET_dimer_010_mini.yob,3.798,-6.07,NO,5.101,NO,4.497,48.742,undefined,TSPETase,315,010
resultsDocking_TSPETase_315_C46-f8077-s16_PET_dimer_006_mini.yob,3.798,-6.002,NO,4.748,NO,2.945,48.818,undefined,TSPETase,315,006
resultsDocking_WT_315_C97-f5186-s38_PET_dimer_002_mini.yob,3.798,-6.493,NO,4.962,NO,3.922,163.242,trans,WT,315,002
resultsDocking_DuraPETase_315_C123-f3049-s25_PET_dimer_011_mini.yob,3.8,-5.537,NO,5.694,NO,3.344,166.484,trans,DuraPETase,315,011
resultsDocking_TSPETase_315_C275-f6628-s27_PET_dimer_010_mini.yob,3.8,-5.237,NO,3.179,NO,4.613,46.228,undefined,TSPETase,315,010
resultsDocking_TSPETase_315_C71-f476-s40_PET_dimer_009_mini.yob,3.802,-4.96,NO,4.994,YES,2.953,175.075,trans,TSPETase,315,009
resultsDocking_WT_303_C178-f3831-s20_PET_dimer_016_mini.yob,3.803,-4.967,NO,5.308,NO,4.134,172.449,trans,WT,303,016
resultsDocking_DuraPETase_315_C340-f7659-s17_PET_dimer_006_mini.yob,3.804,-6.248,NO,4.874,NO,3.118,41.177,undefined,DuraPETase,315,006
resultsDocking_TSPETase_315_C158-f5963-s15_PET_dimer_001_mini.yob,3.805,-5.269,NO,3.23,NO,4.994,32.648,undefined,TSPETase,315,001
resultsDocking_WT_303_C8-f1495-s24_PET_dimer_005_mini.yob,3.805,-5.329,NO,5.215,NO,4.317,170.634,trans,WT,303,005
resultsDocking_TSPETase_303_C76-f6516-s16_PET_dimer_017_mini.yob,3.805,-4.473,NO,4.557,NO,4.128,43.822,undefined,TSPETase,303,017
resultsDocking_DuraPETase_303_C10-f4169-s17_PET_dimer_011_mini.yob,3.806,-4.936,NO,4.822,YES,2.966,14.747,undefined,DuraPETase,303,011
resultsDocking_DuraPETase_303_C129-f362-s30_PET_dimer_003_mini.yob,3.807,-6.35,NO,3.546,NO,3.963,24.337,undefined,DuraPETase,303,003
resultsDocking_DuraPETase_303_C170-f3650-s38_PET_dimer_011_mini.yob,3.808,-5.246,NO,5.512,NO,4.344,40.841,undefined,DuraPETase,303,011
resultsDocking_DuraPETase_303_C247-f6997-s7_PET_dimer_002_mini.yob,3.808,-4.9,NO,5.247,NO,4.762,36.265,undefined,DuraPETase,303,002
resultsDocking_WT_303_C202-f3122-s16_PET_dimer_013_mini.yob,3.809,-4.677,NO,5.388,NO,3.911,173.631,trans,WT,303,013
resultsDocking_DuraPETase_303_C115-f4794-s61_PET_dimer_012_mini.yob,3.81,-6.453,NO,6.503,NO,4.135,18.839,undefined,DuraPETase,303,012
resultsDocking_TSPETase_303_C138-f9012-s17_PET_dimer_013_mini.yob,3.811,-5.397,NO,3.811,NO,4.092,59.904,gauche,TSPETase,303,013
resultsDocking_DuraPETase_303_C183-f3628-s32_PET_dimer_016_mini.yob,3.811,-4.93,NO,4.113,YES,2.866,48.801,undefined,DuraPETase,303,016
resultsDocking_S214H_303_C147-f6899-s26_PET_dimer_003_mini.yob,3.812,-4.666,NO,4.964,YES,2.934,175.392,trans,S214H,303,003
resultsDocking_DuraPETase_303_C139-f1684-s35_PET_dimer_004_mini.yob,3.812,-6.867,NO,4.988,NO,3.854,46.754,undefined,DuraPETase,303,004
resultsDocking_S214H_315_C140-f9069-s33_PET_dimer_014_mini.yob,3.812,-6.132,NO,6.111,NO,6.276,88.291,gauche,S214H,315,014
resultsDocking_S214H_303_C167-f7389-s45_PET_dimer_005_mini.yob,3.812,-5.132,NO,4.111,NO,5.203,41.451,undefined,S214H,303,005
resultsDocking_TSPETase_303_C36-f5109-s14_PET_dimer_017_mini.yob,3.813,-4.926,NO,5.196,YES,2.912,47.338,undefined,TSPETase,303,017
resultsDocking_DuraPETase_303_C67-f233-s37_PET_dimer_015_mini.yob,3.813,-4.608,NO,4.894,NO,4.739,0.375,undefined,DuraPETase,303,015
resultsDocking_DuraPETase_303_C162-f1161-s51_PET_dimer_007_mini.yob,3.813,-6.148,NO,4.951,NO,4.768,40.493,undefined,DuraPETase,303,007
resultsDocking_S214H_315_C9-f8614-s36_PET_dimer_014_mini.yob,3.814,-4.474,NO,5.151,NO,3.0,32.898,undefined,S214H,315,014
resultsDocking_S214H_315_C5-f4872-s42_PET_dimer_003_mini.yob,3.814,-4.984,NO,5.002,YES,3.103,173.974,trans,S214H,315,003
resultsDocking_DuraPETase_303_C80-f7050-s20_PET_dimer_018_mini.yob,3.814,-5.458,NO,4.769,YES,2.947,37.745,undefined,DuraPETase,303,018
resultsDocking_TSPETase_315_C315-f4926-s21_PET_dimer_015_mini.yob,3.815,-4.684,NO,3.854,NO,4.077,177.0,trans,TSPETase,315,015
resultsDocking_DuraPETase_303_C10-f4169-s17_PET_dimer_010_mini.yob,3.815,-4.94,NO,6.149,NO,5.906,79.896,gauche,DuraPETase,303,010
resultsDocking_WT_303_C242-f1799-s18_PET_dimer_005_mini.yob,3.816,-6.486,NO,4.9,YES,2.905,59.286,gauche,WT,303,005
resultsDocking_DuraPETase_315_C103-f2880-s26_PET_dimer_007_mini.yob,3.816,-5.416,NO,7.943,NO,6.372,15.166,undefined,DuraPETase,315,007
resultsDocking_TSPETase_315_C347-f5812-s14_PET_dimer_005_mini.yob,3.816,-5.339,NO,3.056,NO,5.285,50.266,gauche,TSPETase,315,005
resultsDocking_WT_315_C359-f6684-s30_PET_dimer_005_mini.yob,3.817,-6.017,NO,5.071,YES,3.058,168.945,trans,WT,315,005
resultsDocking_S214H_303_C210-f3779-s33_PET_dimer_014_mini.yob,3.819,-4.686,NO,5.274,NO,3.351,86.539,gauche,S214H,303,014
resultsDocking_S214H_303_C274-f3685-s31_PET_dimer_007_mini.yob,3.819,-6.004,NO,3.853,YES,3.31,37.991,undefined,S214H,303,007
resultsDocking_TSPETase_315_C280-f2418-s39_PET_dimer_011_mini.yob,3.819,-5.569,NO,5.087,NO,2.986,10.592,undefined,TSPETase,315,011
resultsDocking_S214H_315_C5-f4872-s42_PET_dimer_012_mini.yob,3.82,-4.802,NO,4.47,NO,4.293,75.607,gauche,S214H,315,012
resultsDocking_TSPETase_315_C315-f4926-s21_PET_dimer_014_mini.yob,3.82,-4.732,NO,5.671,NO,4.523,88.69,gauche,TSPETase,315,014
resultsDocking_DuraPETase_315_C126-f2901-s17_PET_dimer_005_mini.yob,3.821,-5.694,NO,5.326,NO,3.141,167.774,trans,DuraPETase,315,005
resultsDocking_DuraPETase_303_C178-f1664-s26_PET_dimer_010_mini.yob,3.822,-5.382,NO,5.24,NO,3.179,72.871,gauche,DuraPETase,303,010
resultsDocking_DuraPETase_303_C252-f4898-s6_PET_dimer_010_mini.yob,3.822,-5.145,NO,4.877,YES,2.831,50.601,gauche,DuraPETase,303,010
resultsDocking_DuraPETase_303_C96-f7374-s14_PET_dimer_015_mini.yob,3.823,-4.902,NO,7.245,NO,6.346,29.941,undefined,DuraPETase,303,015
resultsDocking_DuraPETase_315_C119-f2724-s12_PET_dimer_004_mini.yob,3.825,-5.208,NO,4.261,YES,2.902,13.561,undefined,DuraPETase,315,004
resultsDocking_TSPETase_303_C125-f5259-s33_PET_dimer_003_mini.yob,3.825,-7.268,NO,3.63,NO,4.743,32.063,undefined,TSPETase,303,003
resultsDocking_TSPETase_303_C44-f1317-s33_PET_dimer_014_mini.yob,3.825,-6.359,NO,4.437,NO,3.544,46.149,undefined,TSPETase,303,014
resultsDocking_S214H_303_C213-f1656-s29_PET_dimer_010_mini.yob,3.826,-5.224,NO,4.854,YES,3.153,168.62,trans,S214H,303,010
resultsDocking_TSPETase_303_C453-f7217-s17_PET_dimer_005_mini.yob,3.826,-5.834,NO,3.956,NO,4.993,36.713,undefined,TSPETase,303,005
resultsDocking_S214H_303_C147-f6899-s26_PET_dimer_008_mini.yob,3.826,-4.56,NO,4.72,NO,4.052,98.71,undefined,S214H,303,008
resultsDocking_TSPETase_315_C157-f5739-s32_PET_dimer_005_mini.yob,3.828,-5.545,NO,6.923,NO,5.878,107.768,undefined,TSPETase,315,005
resultsDocking_DuraPETase_303_C84-f1437-s34_PET_dimer_009_mini.yob,3.83,-6.633,NO,7.32,NO,5.22,93.354,undefined,DuraPETase,303,009
resultsDocking_TSPETase_303_C92-f1359-s25_PET_dimer_010_mini.yob,3.831,-6.194,NO,5.114,NO,3.417,159.644,trans,TSPETase,303,010
resultsDocking_DuraPETase_315_C29-f1191-s41_PET_dimer_004_mini.yob,3.831,-6.441,NO,7.286,NO,5.873,18.014,undefined,DuraPETase,315,004
resultsDocking_DuraPETase_315_C1-f215-s64_PET_dimer_005_mini.yob,3.832,-5.05,NO,4.156,NO,5.22,46.798,undefined,DuraPETase,315,005
resultsDocking_DuraPETase_315_C64-f1455-s21_PET_dimer_013_mini.yob,3.832,-4.658,NO,5.116,NO,3.034,44.01,undefined,DuraPETase,315,013
resultsDocking_DuraPETase_303_C21-f4262-s31_PET_dimer_018_mini.yob,3.832,-4.669,NO,5.022,NO,4.023,43.97,undefined,DuraPETase,303,018
resultsDocking_WT_303_C444-f4653-s20_PET_dimer_012_mini.yob,3.832,-4.691,NO,3.932,NO,4.266,22.402,undefined,WT,303,012
resultsDocking_S214H_315_C5-f4872-s42_PET_dimer_005_mini.yob,3.832,-4.921,NO,4.505,NO,4.483,85.67,gauche,S214H,315,005
resultsDocking_DuraPETase_303_C100-f7046-s36_PET_dimer_010_mini.yob,3.832,-6.012,NO,5.274,NO,4.025,40.092,undefined,DuraPETase,303,010
resultsDocking_S214H_303_C91-f1569-s20_PET_dimer_003_mini.yob,3.833,-6.253,NO,5.084,YES,2.998,173.005,trans,S214H,303,003
resultsDocking_DuraPETase_303_C114-f521-s28_PET_dimer_014_mini.yob,3.833,-4.82,NO,7.233,NO,5.964,119.943,undefined,DuraPETase,303,014
